image,描述种类,text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000268201,非显著,Pink flowers covered the side of the house,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000268201,显著,A little girl in a pink dress walked into a cabin.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010470346,整体,A man on a bicycle looks at a line of cars waiting to pass through a checkpoint.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010470346,非显著,There was a man riding a bicycle by the side of the road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010470346,显著,A park ranger is talking to a visitor.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018057225,整体,A young boy pushes a toy ATV around a rubber pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018057225,非显著,A boy was pushing a miniature car on the lawn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018057225,显著,There is a colorful rubber pool on the lawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018148011,整体,People stand on and around a truck carrying a white substance.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018148011,非显著,"Most of the workers were on the bus, but one man was standing on the ground",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1018148011,显著,There was a lot of wool piled on the ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029450589,整体,The woman sleeps in the room with the photo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029450589,非显著,There are many pictures on the walls of the room,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029450589,显著,A woman in black pants napped on the couch.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032122270,整体,A woman crouched next to three dogs in a field.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032122270,非显著,A man in black was squatting on the grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032122270,显著,Three dogs were playing on a grassy hill under a blue sky.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053243591,整体,"Inside the car sat a man in a white shirt, and outside the car a girl was shaking hands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053243591,非显著,A man in a white shirt was sitting in the car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053243591,显著,A young girl in an orange shirt was shaking hands.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057089366,整体,People at the edge of the pool watched the child jump from the height,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057089366,非显著,Four people were resting on the edge of the pool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1057089366,显著,A child jumped from a height in a swimming pool.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059514525,整体,A man was sleeping on a bench on the sidewalk opposite the bus.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059514525,非显著,There are people sleeping on benches in city streets.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1059514525,显著,The bus stops at the bus station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071201387,整体,A construction worker holds a sign about biking and behind him two men sit on the ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071201387,非显著,A man and a woman were sitting on the ground,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071201387,显著,A construction worker holds a sign about biking.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088767354,整体,"The man in pink trousers was looking at his watch, and in front of him stood a man with a feather on his head",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088767354,非显著,The man in pink pants is looking at his watch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088767354,显著,A young woman in red sequins and feathers stood on the sidewalk.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094283901,整体,A shirtless man jumps into the water as others look on.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094283901,非显著,On the platform stood a man in swimming trunks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094283901,显著,A man is jumping into the water.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130295306,整体,The boy in the striped shirt looked at the lush trees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130295306,非显著,A boy is walking in the park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130295306,显著,The trees near the pond in the park are flourishing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193746118,整体,A man jumped off a small stone bridge. Three children and a woman watched him.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193746118,非显著,There were three children and a woman on the bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193746118,显著,A bare-chested man jumped from an old stone bridge.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222063706,整体,An Asian woman sits in front of a nude painting.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222063706,非显著,A woman on a bench was adjusting her skirt.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222063706,显著,There is a nude mural in the exhibition hall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242394484,整体,A shop with tiger dolls and panda dolls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242394484,非显著,There is a tiger doll at the end of the counter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242394484,显著,There are many panda dolls on the cupboard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269844288,整体,A woman straightens her boots in a dirty park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269844288,非显著,There is a lot of rubbish on the lawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269844288,显著,A woman was fixing his boots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281282435,整体,The man on the dock in his bathing suit looked at the man in the water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281282435,非显著,There are several people swimming in the water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281282435,显著,Three boys in bathing suits stood on the dock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287704027,整体,A woman buys fish next to a shop selling cucumbers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287704027,非显著,There are shops selling cucumbers in the wet market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287704027,显著,A woman looks at frozen fish at a fish market.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303157527,整体,A vendor stood on the sidewalk next to his food truck and watched a black woman walk by.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303157527,非显著,A black woman was walking down the street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303157527,显著,A man in a red apron and a white chef's hat stood in front of his food truck.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
